text,label_text,label_id,pre_defined
how long does it take to make vegetable lasagna,cooking recipe,43,True
give me a cooking tutorial,cooking recipe,43,True
show me a video on cooking fried chicken,cooking recipe,43,True
what can i substitute butter with,cooking recipe,43,True
what is the best oven temperature to roast potatoes,cooking recipe,43,True
what is the best way to cook pasta al dente,cooking recipe,43,True
knowledge about food processing,cooking recipe,43,True
what's the easiest way to cook pasta,cooking recipe,43,True
what ingredient can be used instead of saffron,cooking recipe,43,True
what conducts heat better copper bottomed pots or cast iron,cooking recipe,43,True
hey robot give me a list of ingredients for welsh rarebit,cooking recipe,43,True
please search the internet and display the suitable youtube videos for cooking italian foods,cooking recipe,43,True
cook me some oats,cooking recipe,43,True
what is the menu today add some boiled vegetables also to it,cooking recipe,43,True
boiling,cooking recipe,43,True
can you tell me the recipe to cook pav bhaji,cooking recipe,43,True
thanksgiving turkey cooking procedure in five sentences is what,cooking recipe,43,True
please tell me how to i bake twelve oatmeal cookies,cooking recipe,43,True
what do i need to make lamb pathia,cooking recipe,43,True
instructions to make a meal,cooking recipe,43,True
i need a recipe that is from ingredients on my shopping list,cooking recipe,43,True
i need good ideas for cooking,cooking recipe,43,True
can you give me a recipe for homemade chicken noodle soup,cooking recipe,43,True
how do i make a turkey,cooking recipe,43,True
tell me how to make a poor boy sandwich,cooking recipe,43,True
how do i make pizza,cooking recipe,43,True
what's the recipe for fried chicken,cooking recipe,43,True
what should i make for dinner,cooking recipe,43,True
baking times for chicken in the oven,cooking recipe,43,True
can you substitute baking soda for baking powder,cooking recipe,43,True
find a recipe for dinner tonight,cooking recipe,43,True
what should i cook for supper,cooking recipe,43,True
let's cook meatballs together,cooking recipe,43,True
tell me how to cook meatballs,cooking recipe,43,True
can i get a recipe for tuna,cooking recipe,43,True
how is lasagne made,cooking recipe,43,True
i would like a cheeseburger,cooking recipe,43,True
do you know how to cook risotto,cooking recipe,43,True
do you know recipe for risotto,cooking recipe,43,True
how long should i cook a steak to achieve medium rare,cooking recipe,43,True
i need a recipe of veg pulav,cooking recipe,43,True
how long do you cook a fifteen pound turkey,cooking recipe,43,True
what is the difference between bake and broil,cooking recipe,43,True
how long should i cook a steak to be medium,cooking recipe,43,True
how to make taco,cooking recipe,43,True
i need to know how to make stuffed peppers,cooking recipe,43,True
how long do i cook maccoroni,cooking recipe,43,True
look for apple pie recipe,cooking recipe,43,True
what's the recipe for fish soup,cooking recipe,43,True
how to cook spaghetti squash,cooking recipe,43,True
how many eggs do i need for an omelet,cooking recipe,43,True
show me the best recipe for spaghetti,cooking recipe,43,True
how is rice prepared,cooking recipe,43,True
list of famous biryani recipes,cooking recipe,43,True
recipes that can be cooked in an hour,cooking recipe,43,True
search in the web for buying bakeware for muffins,cooking recipe,43,True
find the recipe for sambar in cookingforu application,cooking recipe,43,True
what ingredients do i need to bake a large cake,cooking recipe,43,True
it must be taste,cooking recipe,43,True
let me know the recipe for preparing pasta,cooking recipe,43,True
play a game with me,play game,35,True
launch super mario,play game,35,True
play scrabble with me,play game,35,True
open chess app and begin game,play game,35,True
let's play global thermonuclear war,play game,35,True
lets play battleship,play game,35,True
please play clash of clans,play game,35,True
please begin clash of clans,play game,35,True
play me a game of tic tac toe,play game,35,True
play game with me,play game,35,True
could you please play temple run game for me,play game,35,True
launch game,play game,35,True
play ping pong,play game,35,True
play me in tic tac toe,play game,35,True
play football with me,play game,35,True
i want to play fifa seventeen,play game,35,True
let's play,play game,35,True
open saga,play game,35,True
olly play poker with me,play game,35,True
play for me the game harry potter and the chamber of secrets,play game,35,True
please open chess game i would like to play with you,play game,35,True
start a game and play with me,play game,35,True
let's play you'll be the keeper and never change position,play game,35,True
play racing,play game,35,True
play papa pear saga,play game,35,True
bring up papa pear saga,play game,35,True
play chess,play game,35,True
play game,play game,35,True
play a game of contra as a second player,play game,35,True
we should play nfs at high speed,play game,35,True
start a competitive crossword for us,play game,35,True
please open and play chess with me,play game,35,True
open games,play game,35,True
open parcheese game for you and i,play game,35,True
what else is missing in the diary,lists query,34,True
please clean my shopping list,lists remove,42,True
delete the first item on the list,lists remove,42,True
remove my task list,lists remove,42,True
any special events on my list,lists query,34,True
remove events from my list,lists remove,42,True
delete item,lists remove,42,True
what i am going to do today,lists query,34,True
what's on my to-do list,lists query,34,True
get rid of a list,lists remove,42,True
i need to create a new to do list,lists createoradd,44,True
help me start my kitchen list,lists createoradd,44,True
what is on my to do list,lists query,34,True
remove pencil from stationary,lists remove,42,True
may i have a list of five star hotels in paris,qa factoid,28,True
add broccoli to my grocery list,lists createoradd,44,True
add the post office to my list of errands for saturday,lists createoradd,44,True
remove list item,lists remove,42,True
list everything left on my query,lists query,34,True
i want to make this week's shopping list,lists createoradd,44,True
delete from playlist my old english songs list,lists remove,42,True
remove my car payment on my calendar,lists remove,42,True
remove the list,lists remove,42,True
how the to do list for today,lists query,34,True
please repeat my shopping list,lists query,34,True
can you create a list for me,lists createoradd,44,True
delete all lists,lists remove,42,True
remove the old music list,lists remove,42,True
check my to do list,lists query,34,True
android,lists query,34,True
give me all my lists,lists query,34,True
reset my locations list,lists remove,42,True
show me the contents of the list,lists query,34,True
remove the second row from the list,lists remove,42,True
please update my grocery list with one gallon of two percent milk,lists createoradd,44,True
search the item,lists createoradd,44,True
add paav bhaji in menu card,lists createoradd,44,True
create a list that is available,lists createoradd,44,True
add detergent to the list of things i need to buy,lists createoradd,44,True
add red wine to my shopping list,lists createoradd,44,True
remove the list called party time,lists remove,42,True
recite the schedules of the list,lists query,34,True
please remove the following list,lists remove,42,True
trash the current list,lists remove,42,True
add spent five dollars in my expenses list,lists createoradd,44,True
what is on my to do list today,lists query,34,True
what lists do i have queried,lists query,34,True
if there is event of show then remove it,lists remove,42,True
replace,lists remove,42,True
inform me on the items on the list,lists query,34,True
add this to the list,lists createoradd,44,True
create a new list,lists createoradd,44,True
can you remove this item from the list,lists remove,42,True
read what is on my list,lists query,34,True
can you please add an item to my grocery list,lists createoradd,44,True
remove that item,lists remove,42,True
what did i put down already on the walmart list,lists query,34,True
throw away my to do list please,lists remove,42,True
clear out the shopping list,lists remove,42,True
what items are on my shopping list,lists query,34,True
read me my list for shopping,lists query,34,True
tell me that list i wrote two days ago,lists query,34,True
remove cereal from my shopping list,lists remove,42,True
remove my dentist's appointment from today's schedule,calendar remove,41,True
do i have a grocery list ready,lists query,34,True
clear my activities list for today,lists remove,42,True
delete item from list,lists remove,42,True
i need to make a list,lists createoradd,44,True
read my grocery list,lists query,34,True
please show me the list that i have,lists query,34,True
delete last item listed,lists remove,42,True
add bananas to my shopping list,lists createoradd,44,True
add toothpaste to my shopping list,lists createoradd,44,True
create a playlist,lists createoradd,44,True
olly clear the list,lists remove,42,True
clear the list,lists remove,42,True
delete list for groceries,lists remove,42,True
erase all,lists remove,42,True
remove milk from my grocery list,lists remove,42,True
i don't have enough money to buy the nintendo switch right now can you please remove it on my amazon wishlist,lists remove,42,True
remove this list from the others,lists remove,42,True
what are my available lists,lists query,34,True
take that off there,lists remove,42,True
need to check my list,lists query,34,True
new list,lists createoradd,44,True
olly anything else left on the list,lists query,34,True
delete my list,lists remove,42,True
make a grocery list please,lists createoradd,44,True
delete item from my list,lists remove,42,True
please add list of things to buy for party,lists createoradd,44,True
olly read my lists to me,lists query,34,True
begin a new list,lists createoradd,44,True
let me hear my list,lists query,34,True
what is on my playlist,lists query,34,True
please remove my list of favorite albums,lists remove,42,True
please add sugar to my grocery list,lists createoradd,44,True
make a new shopping list,lists createoradd,44,True
how many lists do i have in contacts,lists query,34,True
what groups are listed in my contacts,lists query,34,True
remind me of how many lists i have,lists query,34,True
scratch that one from the list,lists remove,42,True
delete the last phrase,lists remove,42,True
what's on your list right now,lists query,34,True
let me know the list,lists query,34,True
put hamburger on my grocery list,lists createoradd,44,True
delete my to do's for this week,lists remove,42,True
on my to dos remove mop kitchen,lists remove,42,True
add bob to my list of contacts,lists createoradd,44,True
say the list,lists query,34,True
remove shopping list,lists remove,42,True
delete to do list,lists remove,42,True
add new item to list,lists createoradd,44,True
add to list,lists createoradd,44,True
get rid of the list google,lists remove,42,True
please add oranges to my grocery list,lists createoradd,44,True
how many lists do i have,lists query,34,True
what lists are in my notebook,lists query,34,True
take out the milk from the shopping list,lists remove,42,True
get rid of tax list from nineteen ninety,lists remove,42,True
what are my current list,lists query,34,True
list items on my work list,lists query,34,True
give me the details on purchase order,lists query,34,True
remove the guest list i created last week,lists remove,42,True
set list,lists createoradd,44,True
please find all name start with alphabetic of a and create a list,lists createoradd,44,True
add business contacts to contact list,lists createoradd,44,True
check recent to do list,lists query,34,True
please create new list,lists createoradd,44,True
i want to remove apples from list,lists remove,42,True
away off from list,lists remove,42,True
open google keep,lists query,34,True
trash my list,lists remove,42,True
give me all available lists,lists query,34,True
list all the lists on this device,lists query,34,True
add a wrist watch to the shopping list,lists createoradd,44,True
i have my clothes list,lists query,34,True
find the list,lists query,34,True
important house information,lists query,34,True
list,lists query,34,True
please create a new list for me,lists createoradd,44,True
read back my grocery list to me,lists query,34,True
olly play next recording,play podcasts,30,False
jump to next podcast,play podcasts,30,False
next,play podcasts,30,False
play the next one,play podcasts,30,False
play a podcast from my library,play podcasts,30,False
find an interesting podcast about last pritzker price winners,play podcasts,30,False
play next podcast,play podcasts,30,False
play next,play podcasts,30,False
go to the podcast and play the next episode in friends,play podcasts,30,False
play the young turks podcast,play podcasts,30,False
up load all my podcast,play podcasts,30,False
play last libertarian podcast,play podcasts,30,False
play next reason podcast,play podcasts,30,False
play that podcast i was listening to yesterday,play podcasts,30,False
play the next episode of a podcast,play podcasts,30,False
what are todays top podcasts,play podcasts,30,False
play podcast for the philadelphia eagles content,play podcasts,30,False
show me the best podcast of rock songs having good rating,play podcasts,30,False
play and shuffle all slow music songs,play music,6,True
play my most watched podcast,play podcasts,30,False
does allearsnet have a new podcast,play podcasts,30,False
find the latest disney podcast,play podcasts,30,False
move to the next episode of hipsterhood,play podcasts,30,False
play next episode of podcast,play podcasts,30,False
olly start the podcast over that i started last night,play podcasts,30,False
show me podcasts,play podcasts,30,False
shadi special podcast play it,play podcasts,30,False
go back to previous episode of podcast,play podcasts,30,False
play me john's podcast,play podcasts,30,False
i want to listen to podcast,play podcasts,30,False
can you please download my podcast file available in internet and play it once,play podcasts,30,False
please skip to the next podcast episode,play podcasts,30,False
start the next episode,play podcasts,30,False
play duncan trussel's latest podcast,play podcasts,30,False
start playing my most recent podcast,play podcasts,30,False
go backward thirty seconds,play podcasts,30,False
vitaly channel,play podcasts,30,False
most viewed list,lists query,34,True
start the gilmore guys,play podcasts,30,False
please play the podcast for me,play podcasts,30,False
please go to the next episode of the podcast,play podcasts,30,False
please play the latest bill simmons podcast,play podcasts,30,False
i want to listen to the latest mike and mike podcast,play podcasts,30,False
start podcasts on n. f. l.,play podcasts,30,False
move to next section,play podcasts,30,False
move on to the next podcast episode,play podcasts,30,False
go back to the last episode in this podcast,play podcasts,30,False
i want to listen to a sports podcast,play podcasts,30,False
play the most recent podcast for this american life,play podcasts,30,False
play my favorite podcast please,play podcasts,30,False
resume series podcast,play podcasts,30,False
play the previous podcast,play podcasts,30,False
start playing ringcast,play podcasts,30,False
play the next show on podcast,play podcasts,30,False
next button,play podcasts,30,False
replay my last played podcast,play podcasts,30,False
olly can we listen to reply all podcast,play podcasts,30,False
lets hear the united states of anxiety podcast,play podcasts,30,False
i want to see the next podcast available,play podcasts,30,False
hey play my favorite podcast from list,play podcasts,30,False
add podcast favorites to playlist and start,play podcasts,30,False
start next podcast,play podcasts,30,False
play all order of the green hand from previous week,play podcasts,30,False
i want you to play the podcast,play podcasts,30,False
what can i do in berlin,recommendation events,37,False
what's happening around my town,recommendation events,37,False
is there anything happening on jazz scene around edinburgh,recommendation events,37,False
any cultural events in california,recommendation events,37,False
please let me know the dog shows events going on in my home town,recommendation events,37,False
what movie can i watch tonight on the theater here in boston,recommendation events,37,False
give the list of theaters in the vicinity,recommendation locations,27,False
give me the list of circus shows going on in the city right now,recommendation events,37,False
what gun shows are in tulsa,recommendation events,37,False
are there any events going on downtown tonight,recommendation events,37,False
where is the pharmacy in leavenworth,recommendation locations,27,False
what movies are showing in cinema today,recommendation movies,33,True
what movie should i watch today,recommendation movies,33,True
what movies are going around me,recommendation movies,33,True
what events are happening soon,recommendation events,37,False
show me events in sacramento,recommendation events,37,False
both young drivers and provisional drivers crash more often than other drivers because they have not yet had the wide range of experiences they need to drive safely by themselves research has shown that driving experience is a major factor in reducing road crashes and that the safest time for young drivers is when they are driving under supervision while learning,recommendation events,37,False
olly i'm looking for a bar do you know a good one,recommendation locations,27,False
olly i'm looking for some dress shows can you find clothing stores within one mile,recommendation locations,27,False
locate me the amazon restaurants,recommendation locations,27,False
i would like to know the best rating pubs in the local area,recommendation locations,27,False
please show me marathon nearby me,recommendation events,37,False
i would be happy if you update me the events going on our area,recommendation events,37,False
do you have any suggestion action movies,recommendation movies,33,True
show me reviews of my nearest location food court,recommendation locations,27,False
show me painting exhibition in bay area,recommendation events,37,False
what shops are round here,recommendation locations,27,False
swimming,recommendation events,37,False
how is the new movie swat,recommendation movies,33,True
olly what are new drama movies opening this weekend,recommendation movies,33,True
what shops are within ten miles,recommendation locations,27,False
cisco system,recommendation movies,33,True
olly what events are happening in pondichery this weekend,recommendation events,37,False
any events this weekend in pondichery,recommendation events,37,False
find an oscar nominee movie,recommendation movies,33,True
where is a good wine bar near me,recommendation locations,27,False
are there any special events near me this weekend,recommendation events,37,False
which bar has the most affordable drinks near sixth street,recommendation locations,27,False
what's the next event at the library,recommendation events,37,False
are there any good pizza places around here,recommendation locations,27,False
what movies are playing tonight,recommendation movies,33,True
look for shopping mall in sacramento for women's clothes,recommendation locations,27,False
where can i go tonight,recommendation events,37,False
what's happening around me,recommendation events,37,False
are there any crafts fairs happening in this area,recommendation events,37,False
anything interesting going on in the bay area,recommendation events,37,False
olly hit me up with some exciting events in the bay area,recommendation events,37,False
movies with good reviews,recommendation movies,33,True
tell me the local events,recommendation events,37,False
what is the highest rated movie now out,recommendation movies,33,True
recommend a movie for me,recommendation movies,33,True
is there a sporting event tomorrow in chicago,recommendation events,37,False
recommend a movie playing in my area,recommendation movies,33,True
is there a food festival in the area,recommendation events,37,False
search for local shops,recommendation locations,27,False
what's going on around here this weekend,recommendation events,37,False
olly tell me about activities in my area this weekend,recommendation events,37,False
anything good happening this weekend in the area,recommendation events,37,False
olly i need a drink,iot coffee,20,False
i need a drink,iot coffee,20,False
what are some theme parks nearby,recommendation events,37,False
what movies are out this week,recommendation movies,33,True
please look up local restaurants that are open now,recommendation locations,27,False
what should i watch today,recommendation movies,33,True
can you find me a furniture store near me,recommendation locations,27,False
what are some restaurants near me,recommendation locations,27,False
where is the nearest walmart,recommendation locations,27,False
where is a theater in my area,recommendation locations,27,False
tell me what shops are nearby,recommendation locations,27,False
is there anything special going on nearby,recommendation events,37,False
look up movies near me,recommendation movies,33,True
what's a movie in theaters that doesn't suck,recommendation movies,33,True
tell me all events for today in my city,recommendation events,37,False
olly please list the best clothing shops near me,recommendation locations,27,False
are there any fun events in la today,recommendation events,37,False
find gluten free bakery near me,recommendation locations,27,False
tell me what clothing stores are within five miles of me,recommendation locations,27,False
i need to find a gift what stores are within a one mile radius,recommendation locations,27,False
what's happening around town,recommendation events,37,False
what shops are near me,recommendation locations,27,False
when does panama city mall open,recommendation events,37,False
refer local current events,recommendation events,37,False
show me nearby musical events,recommendation events,37,False
kung fu panda three,recommendation movies,33,True
book me a taxi to leith in half an hour,transport taxi,45,False
i need to go to dundee at five am on sunday by train,transport ticket,36,True
olly book me a ticket to paris on eurostar this weekend,transport ticket,36,True
can you book an uber for me,transport taxi,45,False
can you book an uber tomorrow,transport taxi,45,False
can you book an uber after i left for office,transport taxi,45,False
can you book a train ticket,transport ticket,36,True
book my train ticket from las vegas to los angeles,transport ticket,36,True
what are the traffic conditions on the one hundred and one,transport traffic,38,True
how do i get to the train station for a ticket,transport query,32,False
call city cab to airport,transport taxi,45,False
get city cab here to airport,transport taxi,45,False
google train tickets to washington d. c.,transport ticket,36,True
please purchase a train ticket for this weekend,transport ticket,36,True
what is the traffic like on my commute home at five,transport query,32,False
book a taxi to go to the movies at one,transport taxi,45,False
when is the next train to glasgow from aberdeen,transport query,32,False
olly find the nearest uber,transport taxi,45,False
get me the local train timing to destination cstm,transport query,32,False
what time are the trains going to chennai leaving,transport query,32,False
tell me about city traffic,transport traffic,38,True
how is the traffic presently near central park road,transport traffic,38,True
tell me my options for a train to los angles next wednesday or thursday,transport query,32,False
california,transport query,32,False
new york,transport query,32,False
please book a train ticket from london to manchester,transport ticket,36,True
is there a traffic jam on my route,transport traffic,38,True
ticket for bombay,transport ticket,36,True
ticket for delhi,transport ticket,36,True
show me the train schedules to the metropolitan opera house,transport query,32,False
call me a taxi olly,transport taxi,45,False
book a first class ticket in the next train to miami,transport ticket,36,True
book me a train ticket,transport ticket,36,True
give me the list of available train tickets from edinburgh to leeds,transport query,32,False
call yellow cab,transport taxi,45,False
book a train ticket for one one way for this tuesday at nine am,transport ticket,36,True
can you please book train tickets for two for this friday,transport ticket,36,True
check time of ten thousand eight hundred and eighty seven train from luni station on tuesday,transport query,32,False
give me the train time,transport query,32,False
is there a connecting train from london to paris and what time,transport query,32,False
what's the best way to sheffield,transport query,32,False
what is the first metro to d. c.,transport query,32,False
get me a uber,transport taxi,45,False
book a train ticket from baltimore maryland to new york new york,transport ticket,36,True
find a taxi to book,transport taxi,45,False
tell me today's direction,transport query,32,False
when does the next train traveling the city leave here,transport query,32,False
where is the nearest gas station,recommendation locations,27,False
what is the current traffic situation,transport traffic,38,True
fastest route to turiellos,transport query,32,False
tell me the train arrival time to new york,transport query,32,False
how long will it take to get to the airport,transport query,32,False
what is the commute time to the theater,transport query,32,False
what is the traffic situation at the bazaar highway,transport traffic,38,True
can you tell me the times the train leaves for chicago,transport query,32,False
uber me to the airport,transport taxi,45,False
book train best deal,transport ticket,36,True
find a train ticket to philadelphia,transport ticket,36,True
purchase ticket to new york city on train,transport ticket,36,True
how do i get home from here,transport query,32,False
travel book a train ticket,transport ticket,36,True
what is the fastest way to get to starbucks,transport query,32,False
lead the way to the place,transport query,32,False
book me a train ticket to barcelona please,transport ticket,36,True
find me the cheapest train ticket to spain,transport ticket,36,True
i need a ride home,transport taxi,45,False
book me a cab going to location,transport taxi,45,False
please book me a taxi uber,transport taxi,45,False
when does the f. train run today,transport query,32,False
what time does the first metrolink arrive in the morning,transport query,32,False
how do i book a train ticket online,transport query,32,False
i need to get a ticket via train to orlando from hwood,transport ticket,36,True
i need to get a ticket via train to orlando from hwood,transport ticket,36,True
schedule taxi pickup for monday at noon,transport taxi,45,False
how much is a round trip train ticket to go to new york,transport query,32,False
do you have the train times for beaumont tx,transport query,32,False
what time does the first train depart from chicago,transport query,32,False
when is the next train leaving for austin,transport query,32,False
how is traffic in city,transport traffic,38,True
is traffic light,transport traffic,38,True
what is the traffic like right now,transport traffic,38,True
book a train ticket from here to charleston west virginia at eight am today,transport ticket,36,True
what does the traffic look like on my usual route to work,transport traffic,38,True
navigation search,transport query,32,False
call taxi,transport taxi,45,False
call an uberpool to get me at long island bar,transport taxi,45,False
what is the traffic like now,transport traffic,38,True
order a train ticket to boston,transport ticket,36,True
buy me a ticket to boston,transport ticket,36,True
find me a train ticket to boston,transport ticket,36,True
road traffic,transport traffic,38,True
book an uber to pick me up now,transport taxi,45,False
driving time to los angeles,transport query,32,False
reserve the closest uber,transport taxi,45,False
can you tell me about the traffic,transport traffic,38,True
train times from near me to location,transport query,32,False
where is the public library,transport query,32,False
book a ticket to ny by train,transport ticket,36,True
please book a ticket of rajdhani express train from jaipur,transport ticket,36,True
please book a ticket form jaipur to mumbai on tuesday,transport ticket,36,True
how do i get to the mall,transport query,32,False
how much is a train ticket to chicago,transport query,32,False
list all train times to ny,transport query,32,False
what time does the train to place leave,transport query,32,False
how is the traffic at the moment,transport traffic,38,True
take me to layfayette saint and canal,transport query,32,False
book a cab to office for me,transport taxi,45,False
please book train ticket from mumbai to sangli for tomorrow morning,transport ticket,36,True
show me direction to my home,transport query,32,False
directions please,transport query,32,False
what is the timing of bagmati express,transport query,32,False
traffic report,transport traffic,38,True
train ticket,transport ticket,36,True
train ticket please,transport ticket,36,True
book a train ticket weekend of the twenty sixth phoenix to los angeles,transport ticket,36,True
please reserve the next taxi a nine am,transport taxi,45,False
what time does the train arrive in sacremento,transport query,32,False
look up the map to stores near me,transport query,32,False
olly i need directions to madison street,transport query,32,False
what is the highest building in the world,qa factoid,28,True
define elaborate,qa definition,40,True
please define forensic,qa definition,40,True
what is the definition of forensic,qa definition,40,True
which is the highest peak in the world,qa factoid,28,True
what does turbulence mean,qa definition,40,True
check definition of capricious,qa definition,40,True
can you track my emotions based on the way i speak,general quirky,7,True
how old is mariah carey,qa factoid,28,True
look up the definition of blunder,qa definition,40,True
show me recipes,cooking recipe,43,True
what is the nearest pizza shop,recommendation locations,27,False
what is two hundred divided by ten,qa maths,46,True
what is the square root of nine,qa maths,46,True
i want sweet potato pie from a local bakery,lists createoradd,44,True
i want tickets to the sold out concert on saturday night,general quirky,7,True
explain quantum physics to me in language i understand,general quirky,7,True
can you create a sugar free diet for me and create a shopping list for the ingredients,general quirky,7,True
what are the definitions of orange,qa definition,40,True
why isn't adam sandler funny,qa factoid,28,True
what is robin williams birthday,qa factoid,28,True
tell me billy crytals address,qa factoid,28,True
drive the car and bring my friends over,general quirky,7,True
who was the current prime minister of britain,qa factoid,28,True
what is one plus one,qa maths,46,True
how much is one plus one,qa maths,46,True
what is the capital of nigeria,qa factoid,28,True
what is the factorial of ten,qa maths,46,True
how big is the cosmos,qa factoid,28,True
when is the birth date of taylor lautner,qa factoid,28,True
tell me all about hurricane,qa definition,40,True
can you cook something special for me and my wife,general quirky,7,True
do you know jessica snout's phone number,qa factoid,28,True
what does oscillate mean,qa definition,40,True
spell and define oscillate,qa definition,40,True
calculate two multiplied by two,qa maths,46,True
check celebrity where abouts,general quirky,7,True
remind me to move so there is no weight gain,calendar set,29,True
remind me to contact old friends that i have not talked with in six months before they pass,calendar set,29,True
check for all the movie theater prices and availability for a newly released movie in my location,recommendation movies,33,True
i need to talk to mom,general quirky,7,True
what is the root of six hundred and twenty five,qa maths,46,True
i wish it could give me advice,general quirky,7,True
do you know math,qa maths,46,True
location,qa definition,40,True
what is the quickest way to my work downtown without hitting any traffic,transport query,32,False
what does priyanka chopra do to look beautiful,general quirky,7,True
where does kate middleton buy her kids clothes,general quirky,7,True
why does sofia vergara look so young,general quirky,7,True
what is the best chocolate chip cookies recipe,general quirky,7,True
what was george eliot's first november el,qa factoid,28,True
please give me information about john abraham lincon,qa factoid,28,True
how much money did bill gates make,qa factoid,28,True
what is the definition of the word perpetual,qa definition,40,True
who is celebrity,qa factoid,28,True
what does celebrity do,qa factoid,28,True
can you make dinner for me,general quirky,7,True
what's two plus two,qa maths,46,True
alexa i've got dollars for the month how much can i spend every day this month,qa maths,46,True
i want to know what supermarket near me has the best price on gluten free bread,recommendation locations,27,False
what size is a sperm whale,qa factoid,28,True
i would like it to be able to compute answer from search results like wolfram alpha does,general quirky,7,True
i want it to remember my preferences and recommend me things based on them when i ask,general quirky,7,True
i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,general quirky,7,True
just idle chit chat,general quirky,7,True
i need to ask you how many angels can dance on a pinhead,general quirky,7,True
what is twelve plus one hundred and ninety six,qa maths,46,True
what is the definition of timeliness,qa definition,40,True
when will the world end,general quirky,7,True
what's the sum of the two numbers four and six,qa maths,46,True
what time are the hockey games tonight,general quirky,7,True
how many states have the death penalty,qa factoid,28,True
what's ten percent off forty dollars,qa maths,46,True
send a funny message to all of my friends,social post,47,True
what store is having sales tomorrow,general quirky,7,True
what causes osteoperosis,general quirky,7,True
show me the answer for this problem two hundred and forty six plus six hundred and fifty four,qa maths,46,True
what is four plus five,qa maths,46,True
how old is j. k. rowling,qa factoid,28,True
i would like my robot to feed and pet my dog when i'm not home,general quirky,7,True
tell me when i should leave for a scheduled event so that i am on time,calendar set,29,True
what is twelve divided by four,qa maths,46,True
tell me what the product of eighteen and thirty one is,qa maths,46,True
why are we here,general quirky,7,True
it would be great if can give you law consultations,general quirky,7,True
when was the us got freedom,qa factoid,28,True
can you show me a list of all my recent commands,general quirky,7,True
olly what is the capital of california,qa factoid,28,True
please give me the winning lottery numbers for this weekend,general quirky,7,True
give the definition of motivation,qa definition,40,True
can you tell me the time it is,datetime query,8,True
how many legs does a dog have,qa factoid,28,True
why are whales big,qa factoid,28,True
why is the earth round,general quirky,7,True
i would like it to help analyze ideas,general quirky,7,True
wanna netflix and chill,general quirky,7,True
what was the last movie will smith was in,qa factoid,28,True
where was will ferrell seen last night,general quirky,7,True
i'd like you to turn turn on the t. v.,iot wemo on,22,False
what is six divided by two,qa maths,46,True
how tall is brad pitt,qa factoid,28,True
currency converter please,qa currency,48,True
when was last academy award winning movie,qa factoid,28,True
how tall is mount everest,qa factoid,28,True
what is the capitol of west virginia,qa factoid,28,True
where is new zealand located on a map,qa factoid,28,True
tell me where steve jobs was born,qa factoid,28,True
could you please confirm if leonardo is married,qa factoid,28,True
where do most celebrities hang out,qa factoid,28,True
tell me something i can do to help my community today,general quirky,7,True
are there any free events on in my area today,recommendation events,37,False
what is the largest desk,qa definition,40,True
where's the closest zoo to where i'm at,recommendation locations,27,False
what is arnold schwarzenegger's birthday,qa factoid,28,True
what is the increase in stock value over the past week of disney,qa stock,25,False
what are pounds worth right now,qa currency,48,True
can you tell me how many stomachs a cow has,qa factoid,28,True
how many plays has patrick stewart been in,qa factoid,28,True
what brand hair spray does donald trump use,qa factoid,28,True
what is the dollar price in inr,qa currency,48,True
has the dollar rate increased,qa currency,48,True
what is the most current exchange rate in china,qa currency,48,True
what is a chair,qa definition,40,True
what color are chairs,qa factoid,28,True
where is the prime meridian,qa factoid,28,True
biography of person,general quirky,7,True
what is an electronic emissions system,qa definition,40,True
describe a rotor,qa definition,40,True
what is a mango,qa definition,40,True
can you really see russia from alaska,qa factoid,28,True
list exchange rate information for the day for u. s. d. to jpy,qa currency,48,True
what is terranova stock going for,qa stock,25,False
what's the exchange rates between u. s. a. and china,qa currency,48,True
what's the currency exchange rate for china,qa currency,48,True
what's the currency exchange rate for china,qa currency,48,True
please pull up the wikipedia article on glass blowing,general quirky,7,True
tell me the current price of exxon mobil stock,qa stock,25,False
how old is marian carey,qa factoid,28,True
what's a parsec,qa factoid,28,True
how much wood could a woodchuck chuck if a woodchuck could chuck wood,general quirky,7,True
two by two is,qa maths,46,True
how far is california from georgia,qa factoid,28,True
can you describe a credit card,qa definition,40,True
is steph curry married,qa factoid,28,True
what is the exchange rate between us and mexico,qa currency,48,True
how many square miles is the average country on earth,qa factoid,28,True
what is the definition of subjegant,qa definition,40,True
what happened to the dow jones today,qa stock,25,False
how far away is the sun,qa factoid,28,True
what is the exchange rate for mexico money,qa currency,48,True
where on earth has the most volcanoes,qa factoid,28,True
when did elvis die,qa factoid,28,True
what are lady gagas most popular songs,music query,13,False
list me the stock of apple right now,qa stock,25,False
what is the definition of logic,qa definition,40,True
where is yosemite park,qa factoid,28,True
please google location and information of mount rushmore,qa factoid,28,True
how would you describe a happy birthday,qa definition,40,True
please give me information on michael jackson,qa factoid,28,True
what is the temperature in indianapolis indiana,qa factoid,28,True
can you tell me about wayne gretszky,qa factoid,28,True
from dollar to euro,qa currency,48,True
the definition of life,qa definition,40,True
define flabbergasted,qa definition,40,True
can you tell me what flabbergasted means,qa definition,40,True
what is the birthday of hemingway,qa factoid,28,True
how much is lebron james worth,qa factoid,28,True
tell me a place that has snow now,general quirky,7,True
how is the stock going in general,qa stock,25,False
what is the yen worth,qa currency,48,True
